gene_id,chromosome,strand,tss_position,extracted_start,extracted_end,sequence_length
AT4G24090,4,+,12512665,12511666,12512665,1000
AT4G24100,4,+,12514899,12513900,12514899,1000
AT4G24110,4,-,12520898,12520898,12521897,1000
AT4G24120,4,+,12524186,12523187,12524186,1000
AT4G24130,4,+,12527675,12526676,12527675,1000
AT4G24140,4,-,12533924,12533924,12534923,1000
AT4G24150,4,+,12535972,12534973,12535972,1000
AT4G24160,4,+,12539656,12538657,12539656,1000
AT4G24170,4,+,12542691,12541692,12542691,1000
AT4G24175,4,+,12546895,12545896,12546895,1000
AT4G24180,4,-,12551378,12551378,12552377,1000
AT4G24190,4,-,12556058,12556058,12557057,1000
AT4G24200,4,-,12560974,12560974,12561973,1000
AT4G24204,4,-,12562974,12562974,12563973,1000
AT4G24210,4,+,12563279,12562280,12563279,1000
AT4G24220,4,+,12564945,12563946,12564945,1000
AT4G24230,4,-,12568866,12568866,12569865,1000
AT4G24231,4,+,12568875,12567876,12568875,1000
AT4G24240,4,+,12571538,12570539,12571538,1000
AT4G24250,4,-,12577583,12577583,12578582,1000
AT4G24260,4,-,12580415,12580415,12581414,1000
AT4G24265,4,-,12581251,12581251,12582250,1000
AT4G24270,4,-,12587458,12587458,12588457,1000
AT4G24275,4,+,12588378,12587379,12588378,1000
AT4G24280,4,+,12589810,12588811,12589810,1000
AT4G24290,4,+,12594045,12593046,12594045,1000
AT4G24300,4,-,12600213,12600213,12601212,1000
AT4G24310,4,+,12600803,12599804,12600803,1000
AT4G24320,4,-,12603494,12603494,12604493,1000
AT4G24330,4,-,12606417,12606417,12607416,1000
AT4G24340,4,+,12607371,12606372,12607371,1000
AT4G24350,4,+,12609373,12608374,12609373,1000
AT4G24370,4,-,12612219,12612219,12613218,1000
AT4G24380,4,+,12612378,12611379,12612378,1000
AT4G24390,4,-,12616238,12616238,12617237,1000
AT4G24400,4,+,12616979,12615980,12616979,1000
AT4G24410,4,-,12624039,12624039,12625038,1000
AT4G24413,4,-,12625560,12625560,12626559,1000
AT4G24420,4,+,12626640,12625641,12626640,1000
AT4G24430,4,+,12629951,12628952,12629951,1000
AT4G24440,4,+,12633180,12632181,12633180,1000
AT4G24450,4,+,12635061,12634062,12635061,1000
AT4G24460,4,+,12642844,12641845,12642844,1000
AT4G24470,4,+,12645542,12644543,12645542,1000
AT4G24480,4,+,12649985,12648986,12649985,1000
AT4G24490,4,-,12658348,12658348,12659347,1000
AT4G24500,4,+,12658433,12657434,12658433,1000
AT4G24510,4,+,12660687,12659688,12660687,1000
AT4G24520,4,-,12667262,12667262,12668261,1000
AT4G24530,4,-,12670222,12670222,12671221,1000
AT4G24540,4,-,12674106,12674106,12675105,1000
AT4G24550,4,+,12675708,12674709,12675708,1000
AT4G24560,4,-,12684976,12684976,12685975,1000
AT4G24570,4,+,12686459,12685460,12686459,1000
AT4G24580,4,-,12694656,12694656,12695655,1000
AT4G24590,4,+,12696472,12695473,12696472,1000
AT4G24600,4,+,12699973,12698974,12699973,1000
AT4G24610,4,-,12708424,12708424,12709423,1000
AT4G24615,4,+,12700593,12699594,12700593,1000
AT4G24620,4,-,12712825,12712825,12713824,1000
AT4G24630,4,+,12714624,12713625,12714624,1000
AT4G24640,4,+,12717788,12716789,12717788,1000
AT4G24644,4,+,12719607,12718608,12719607,1000
AT4G24650,4,+,12720394,12719395,12720394,1000
AT4G24660,4,-,12725835,12725835,12726834,1000
AT4G24670,4,-,12731331,12731331,12732330,1000
AT4G24680,4,+,12732494,12731495,12732494,1000
AT4G24690,4,+,12741032,12740033,12741032,1000
AT4G24700,4,-,12745352,12745352,12746351,1000
AT4G24710,4,-,12749134,12749134,12750133,1000
AT4G24715,4,-,12750997,12750997,12751996,1000
AT4G24730,4,-,12754306,12754306,12755305,1000
AT4G24740,4,-,12757866,12757866,12758865,1000
AT4G24750,4,-,12760934,12760934,12761933,1000
AT4G24760,4,-,12763900,12763900,12764899,1000
AT4G24770,4,-,12769419,12769419,12770418,1000
AT4G24780,4,-,12772479,12772479,12773478,1000
AT4G24790,4,+,12777440,12776441,12777440,1000
AT4G24800,4,+,12781762,12780763,12781762,1000
AT4G24805,4,+,12785226,12784227,12785226,1000
AT4G24810,4,-,12789791,12789791,12790790,1000
AT4G24820,4,-,12792729,12792729,12793728,1000
AT4G24830,4,-,12796031,12796031,12797030,1000
AT4G24840,4,-,12801153,12801153,12802152,1000
AT4G24860,4,-,12808271,12808271,12809270,1000
AT4G24880,4,+,12808342,12807343,12808342,1000
AT4G24890,4,-,12814456,12814456,12815455,1000
AT4G24900,4,+,12814806,12813807,12814806,1000
AT4G24910,4,-,12819206,12819206,12820205,1000
AT4G24920,4,-,12820968,12820968,12821967,1000
AT4G24930,4,-,12822497,12822497,12823496,1000
AT4G24940,4,+,12823496,12822497,12823496,1000
AT4G24950,4,+,12826282,12825283,12826282,1000
AT4G24960,4,+,12827856,12826857,12827856,1000
AT4G24970,4,+,12830915,12829916,12830915,1000
AT4G24972,4,+,12837353,12836354,12837353,1000
AT4G24973,4,+,12840970,12839971,12840970,1000
AT4G24974,4,+,12842850,12841851,12842850,1000
AT4G24975,4,+,12843802,12842803,12843802,1000
AT4G24980,4,-,12848376,12848376,12849375,1000
AT4G24990,4,-,12851810,12851810,12852809,1000
AT4G25000,4,-,12853845,12853845,12854844,1000
AT4G25010,4,-,12856541,12856541,12857540,1000
AT4G25020,4,-,12861975,12861975,12862974,1000
AT4G25030,4,+,12864452,12863453,12864452,1000
AT4G25040,4,+,12868169,12867170,12868169,1000
AT4G25050,4,+,12870006,12869007,12870006,1000
AT4G25070,4,+,12872379,12871380,12872379,1000
AT4G25080,4,+,12876822,12875823,12876822,1000
AT4G25090,4,-,12883805,12883805,12884804,1000
AT4G25100,4,-,12887011,12887011,12888010,1000
AT4G25110,4,-,12890262,12890262,12891261,1000
AT4G25120,4,+,12890545,12889546,12890545,1000
AT4G25130,4,-,12900090,12900090,12901089,1000
AT4G25140,4,+,12900430,12899431,12900430,1000
AT4G25150,4,-,12903151,12903151,12904150,1000
AT4G25160,4,-,12907596,12907596,12908595,1000
AT4G25170,4,+,12909463,12908464,12909463,1000
AT4G25180,4,-,12914039,12914039,12915038,1000
AT4G25190,4,-,12916156,12916156,12917155,1000
AT4G25200,4,+,12916926,12915927,12916926,1000
AT4G25210,4,+,12918222,12917223,12918222,1000
AT4G25220,4,+,12920742,12919743,12920742,1000
AT4G25225,4,-,12923431,12923431,12924430,1000
AT4G25230,4,+,12923682,12922683,12923682,1000
AT4G25240,4,+,12930231,12929232,12930231,1000
AT4G25250,4,+,12934562,12933563,12934562,1000
AT4G25260,4,-,12937236,12937236,12938235,1000
AT4G25270,4,-,12938910,12938910,12939909,1000
AT4G25280,4,-,12941207,12941207,12942206,1000
AT4G25290,4,-,12945052,12945052,12946051,1000
AT4G25300,4,+,12945120,12944121,12945120,1000
AT4G25310,4,+,12949664,12948665,12949664,1000
AT4G25315,4,-,12952952,12952952,12953951,1000
AT4G25320,4,+,12954077,12953078,12954077,1000
AT4G25330,4,+,12957834,12956835,12957834,1000
AT4G25340,4,-,12962771,12962771,12963770,1000
AT4G25350,4,-,12966629,12966629,12967628,1000
AT4G25360,4,+,12969559,12968560,12969559,1000
AT4G25370,4,+,12972685,12971686,12972685,1000
AT4G25380,4,-,12976638,12976638,12977637,1000
AT4G25390,4,+,12977192,12976193,12977192,1000
AT4G25400,4,+,12981016,12980017,12981016,1000
AT4G25410,4,+,12985661,12984662,12985661,1000
AT4G25420,4,-,12992585,12992585,12993584,1000
AT4G25430,4,+,12998361,12997362,12998361,1000
AT4G25433,4,-,13001948,13001948,13002947,1000
AT4G25434,4,-,13005935,13005935,13006934,1000
AT4G25440,4,-,13009618,13009618,13010617,1000
AT4G25450,4,-,13014085,13014085,13015084,1000
AT4G25470,4,-,13016235,13016235,13017234,1000
AT4G25480,4,-,13019400,13019400,13020399,1000
AT4G25490,4,-,13022996,13022996,13023995,1000
AT4G25500,4,+,13024498,13023499,13024498,1000
AT4G25510,4,-,13028194,13028194,13029193,1000
AT4G25515,4,+,13028219,13027220,13028219,1000
AT4G25520,4,-,13036471,13036471,13037470,1000
AT4G25530,4,+,13038360,13037361,13038360,1000
AT4G25540,4,-,13048262,13048262,13049261,1000
AT4G25550,4,+,13048367,13047368,13048367,1000
AT4G25560,4,+,13052503,13051504,13052503,1000
AT4G25570,4,-,13055800,13055800,13056799,1000
AT4G25580,4,+,13056183,13055184,13056183,1000
AT4G25590,4,-,13060250,13060250,13061249,1000
AT4G25600,4,+,13060612,13059613,13060612,1000
AT4G25610,4,+,13063227,13062228,13063227,1000
AT4G25620,4,-,13069762,13069762,13070761,1000
AT4G25630,4,+,13074090,13073091,13074090,1000
AT4G25640,4,-,13079256,13079256,13080255,1000
AT4G25650,4,-,13083260,13083260,13084259,1000
AT4G25660,4,+,13083407,13082408,13083407,1000
AT4G25670,4,-,13087090,13087090,13088089,1000
AT4G25680,4,+,13087973,13086974,13087973,1000
AT4G25690,4,-,13091798,13091798,13092797,1000
AT4G25700,4,-,13096049,13096049,13097048,1000
AT4G25707,4,-,13098088,13098088,13099087,1000
AT4G25710,4,-,13099625,13099625,13100624,1000
AT4G25720,4,-,13102594,13102594,13103593,1000
AT4G25730,4,-,13106864,13106864,13107863,1000
AT4G25740,4,-,13108827,13108827,13109826,1000
AT4G25750,4,-,13112482,13112482,13113481,1000
AT4G25760,4,+,13116028,13115029,13116028,1000
AT4G25770,4,-,13120368,13120368,13121367,1000
AT4G25780,4,+,13120824,13119825,13120824,1000
AT4G25790,4,-,13123354,13123354,13124353,1000
AT4G25800,4,+,13124898,13123899,13124898,1000
AT4G25810,4,+,13128394,13127395,13128394,1000
AT4G25820,4,+,13130291,13129292,13130291,1000
AT4G25830,4,+,13133402,13132403,13133402,1000
AT4G25835,4,+,13135693,13134694,13135693,1000
AT4G25840,4,+,13138957,13137958,13138957,1000
AT4G25845,4,+,13142088,13141089,13142088,1000
AT4G25850,4,+,13142164,13141165,13142164,1000
AT4G25860,4,+,13147289,13146290,13147289,1000
AT4G25870,4,-,13152279,13152279,13153278,1000
AT4G25880,4,+,13154708,13153709,13154708,1000
AT4G25890,4,-,13160565,13160565,13161564,1000
AT4G25900,4,+,13161279,13160280,13161279,1000
AT4G25910,4,+,13163929,13162930,13163929,1000
AT4G25920,4,+,13165475,13164476,13165475,1000
AT4G25930,4,+,13168127,13167128,13168127,1000
AT4G25940,4,-,13172904,13172904,13173903,1000
AT4G25950,4,-,13174541,13174541,13175540,1000
AT4G25960,4,+,13177356,13176357,13177356,1000
AT4G25970,4,+,13184114,13183115,13184114,1000
AT4G25980,4,+,13189393,13188394,13189393,1000
AT4G25990,4,-,13194124,13194124,13195123,1000
AT4G26000,4,+,13197069,13196070,13197069,1000
AT4G26010,4,+,13200414,13199415,13200414,1000
AT4G26020,4,-,13204057,13204057,13205056,1000
AT4G26030,4,+,13205537,13204538,13205537,1000
AT4G26040,4,+,13206835,13205836,13206835,1000
AT4G26050,4,+,13210230,13209231,13210230,1000
AT4G26055,4,-,13214509,13214509,13215508,1000
AT4G26060,4,-,13216586,13216586,13217585,1000
AT4G26070,4,+,13217475,13216476,13217475,1000
AT4G26080,4,-,13222376,13222376,13223375,1000
AT4G26090,4,+,13224338,13223339,13224338,1000
AT4G26100,4,-,13230797,13230797,13231796,1000
AT4G26110,4,+,13232545,13231546,13232545,1000
AT4G26120,4,+,13236253,13235254,13236253,1000
AT4G26130,4,-,13241537,13241537,13242536,1000
AT4G26140,4,-,13248213,13248213,13249212,1000
AT4G26145,4,+,13243723,13242724,13243723,1000
AT4G26150,4,+,13253084,13252085,13253084,1000
AT4G26160,4,+,13255251,13254252,13255251,1000
AT4G26170,4,+,13256930,13255931,13256930,1000
AT4G26180,4,-,13262110,13262110,13263109,1000
AT4G26190,4,-,13267020,13267020,13268019,1000
AT4G26200,4,+,13275200,13274201,13275200,1000
AT4G26210,4,+,13281883,13280884,13281883,1000
AT4G26220,4,+,13283526,13282527,13283526,1000
AT4G26230,4,+,13285737,13284738,13285737,1000
AT4G26240,4,-,13289057,13289057,13290056,1000
AT4G26250,4,+,13289641,13288642,13289641,1000
AT4G26260,4,+,13297695,13296696,13297695,1000
AT4G26270,4,-,13304440,13304440,13305439,1000
AT4G26280,4,-,13305722,13305722,13306721,1000
AT4G26288,4,+,13307461,13306462,13307461,1000
AT4G26290,4,-,13307822,13307822,13308821,1000
AT4G26300,4,-,13313109,13313109,13314108,1000
AT4G26310,4,-,13316443,13316443,13317442,1000
AT4G26320,4,-,13317640,13317640,13318639,1000
AT4G26330,4,+,13320408,13319409,13320408,1000
AT4G26340,4,+,13324130,13323131,13324130,1000
AT4G26350,4,+,13326853,13325854,13326853,1000
AT4G26370,4,-,13336231,13336231,13337230,1000
AT4G26380,4,+,13338078,13337079,13338078,1000
AT4G26390,4,+,13342116,13341117,13342116,1000
AT4G26400,4,-,13346597,13346597,13347596,1000
AT4G26410,4,+,13346654,13345655,13346654,1000
AT4G26415,4,-,13350682,13350682,13351681,1000
AT4G26420,4,-,13352569,13352569,13353568,1000
AT4G26430,4,+,13354992,13353993,13354992,1000
AT4G26440,4,-,13359551,13359551,13360550,1000
AT4G26450,4,+,13361869,13360870,13361869,1000
AT4G26455,4,+,13365283,13364284,13365283,1000
AT4G26466,4,-,13368629,13368629,13369628,1000
AT4G26460,4,+,13369478,13368479,13369478,1000
AT4G26470,4,+,13370951,13369952,13370951,1000
AT4G26480,4,-,13376332,13376332,13377331,1000
AT4G26483,4,-,13376970,13376970,13377969,1000
AT4G26485,4,-,13378504,13378504,13379503,1000
AT4G26490,4,+,13380409,13379410,13380409,1000
AT4G26510,4,+,13381687,13380688,13381687,1000
AT4G26500,4,-,13383641,13383641,13384640,1000
AT4G26520,4,+,13388290,13387291,13388290,1000
AT4G26530,4,+,13390754,13389755,13390754,1000
AT4G26540,4,-,13398307,13398307,13399306,1000
AT4G26550,4,-,13404385,13404385,13405384,1000
AT4G26555,4,-,13406259,13406259,13407258,1000
AT4G26560,4,-,13408087,13408087,13409086,1000
AT4G26570,4,-,13411177,13411177,13412176,1000
AT4G26580,4,-,13413443,13413443,13414442,1000
AT4G26590,4,-,13417145,13417145,13418144,1000
AT4G26600,4,+,13419501,13418502,13419501,1000
AT4G26610,4,+,13424477,13423478,13424477,1000
AT4G26620,4,-,13430049,13430049,13431048,1000
AT4G26630,4,-,13435770,13435770,13436769,1000
AT4G26640,4,-,13441884,13441884,13442883,1000
AT4G26650,4,+,13444797,13443798,13444797,1000
AT4G26660,4,+,13448599,13447600,13448599,1000
AT4G26670,4,+,13452117,13451118,13452117,1000
AT4G26680,4,+,13454652,13453653,13454652,1000
AT4G26690,4,-,13460105,13460105,13461104,1000
AT4G26700,4,+,13463097,13462098,13463097,1000
AT4G26701,4,+,13467625,13466626,13467625,1000
AT4G26710,4,+,13468423,13467424,13468423,1000
AT4G26720,4,-,13472486,13472486,13473485,1000
AT4G26730,4,+,13472579,13471580,13472579,1000
AT4G26740,4,-,13475371,13475371,13476370,1000
AT4G26750,4,-,13478523,13478523,13479522,1000
AT4G26760,4,-,13481870,13481870,13482869,1000
AT4G26770,4,+,13482064,13481065,13482064,1000
AT4G26780,4,-,13486858,13486858,13487857,1000
AT4G26790,4,+,13487457,13486458,13487457,1000
AT4G26800,4,+,13489806,13488807,13489806,1000
AT4G26810,4,-,13493015,13493015,13494014,1000
AT4G26820,4,-,13494192,13494192,13495191,1000
AT4G26830,4,-,13496738,13496738,13497737,1000
AT4G26840,4,+,13497287,13496288,13497287,1000
AT4G26850,4,-,13501701,13501701,13502700,1000
AT4G26860,4,-,13504876,13504876,13505875,1000
AT4G26870,4,+,13505291,13504292,13505291,1000
AT4G26880,4,-,13508813,13508813,13509812,1000
AT4G26890,4,+,13511837,13510838,13511837,1000
AT4G26900,4,+,13515432,13514433,13515432,1000
AT4G26910,4,-,13523405,13523405,13524404,1000
AT4G26920,4,+,13525031,13524032,13525031,1000
AT4G26930,4,+,13527578,13526579,13527578,1000
AT4G26940,4,-,13532755,13532755,13533754,1000
AT4G26950,4,-,13534498,13534498,13535497,1000
AT4G26960,4,-,13539653,13539653,13540652,1000
AT4G26965,4,+,13539505,13538506,13539505,1000
AT4G26970,4,+,13542918,13541919,13542918,1000
AT4G26980,4,-,13550722,13550722,13551721,1000
AT4G26990,4,-,13554436,13554436,13555435,1000
AT4G27000,4,-,13557915,13557915,13558914,1000
AT4G27010,4,+,13557974,13556975,13557974,1000
AT4G27020,4,-,13571495,13571495,13572494,1000
AT4G27030,4,+,13571813,13570814,13571813,1000
AT4G27040,4,-,13575639,13575639,13576638,1000
AT4G27050,4,-,13578061,13578061,13579060,1000
AT4G27060,4,-,13585250,13585250,13586249,1000
AT4G27070,4,+,13586268,13585269,13586268,1000
AT4G27080,4,+,13588948,13587949,13588948,1000
AT4G27090,4,-,13595252,13595252,13596251,1000
AT4G27100,4,+,13595458,13594459,13595458,1000
AT4G27110,4,-,13601586,13601586,13602585,1000
AT4G27120,4,-,13604494,13604494,13605493,1000
AT4G27130,4,-,13606468,13606468,13607467,1000
AT4G27140,4,+,13607329,13606330,13607329,1000
AT4G27150,4,+,13609341,13608342,13609341,1000
AT4G27160,4,+,13611796,13610797,13611796,1000
AT4G27170,4,+,13613596,13612597,13613596,1000
AT4G27180,4,-,13619312,13619312,13620311,1000
AT4G27190,4,-,13624043,13624043,13625042,1000
AT4G27220,4,-,13637119,13637119,13638118,1000
AT4G27230,4,-,13638449,13638449,13639448,1000
AT4G27240,4,+,13639641,13638642,13639641,1000
AT4G27250,4,-,13644507,13644507,13645506,1000
AT4G27260,4,+,13653579,13652580,13653579,1000
AT4G27270,4,-,13663371,13663371,13664370,1000
AT4G27280,4,-,13664621,13664621,13665620,1000
AT4G27290,4,+,13666076,13665077,13666076,1000
AT4G27300,4,-,13672413,13672413,13673412,1000
AT4G27310,4,+,13675537,13674538,13675537,1000
AT4G27320,4,-,13680946,13680946,13681945,1000
AT4G27330,4,-,13683594,13683594,13684593,1000
AT4G27340,4,-,13690538,13690538,13691537,1000
AT4G27350,4,-,13692832,13692832,13693831,1000
AT4G27360,4,+,13693957,13692958,13693957,1000
AT4G27370,4,-,13701119,13701119,13702118,1000
AT4G27380,4,+,13701244,13700245,13701244,1000
AT4G27390,4,-,13704774,13704774,13705773,1000
AT4G27400,4,+,13705267,13704268,13705267,1000
AT4G27410,4,-,13709170,13709170,13710169,1000
AT4G27415,4,+,13710548,13709549,13710548,1000
AT4G27420,4,-,13714797,13714797,13715796,1000
AT4G27430,4,+,13718007,13717008,13718007,1000
AT4G27435,4,+,13723610,13722611,13723610,1000
AT4G27440,4,+,13725546,13724547,13725546,1000
AT4G27450,4,-,13729002,13729002,13730001,1000
AT4G27460,4,+,13732832,13731833,13732832,1000
AT4G27470,4,+,13734922,13733923,13734922,1000
AT4G27480,4,-,13739077,13739077,13740076,1000
AT4G27490,4,+,13739748,13738749,13739748,1000
AT4G27500,4,+,13743011,13742012,13743011,1000
AT4G27510,4,-,13749131,13749131,13750130,1000
AT4G27520,4,-,13752103,13752103,13753102,1000
AT4G27530,4,+,13752633,13751634,13752633,1000
AT4G27540,4,-,13754812,13754812,13755811,1000
AT4G27550,4,+,13755649,13754650,13755649,1000
AT4G27560,4,-,13761603,13761603,13762602,1000
AT4G27565,4,+,13762634,13761635,13762634,1000
AT4G27570,4,-,13765064,13765064,13766063,1000
AT4G27580,4,-,13766597,13766597,13767596,1000
AT4G27585,4,-,13769961,13769961,13770960,1000
AT4G27590,4,+,13771089,13770090,13771089,1000
AT4G27595,4,-,13777458,13777458,13778457,1000
AT4G27600,4,-,13785134,13785134,13786133,1000
AT4G27610,4,-,13788516,13788516,13789515,1000
AT4G27620,4,-,13791052,13791052,13792051,1000
AT4G27630,4,-,13797305,13797305,13798304,1000
AT4G27640,4,-,13803082,13803082,13804081,1000
AT4G27650,4,-,13808031,13808031,13809030,1000
AT4G27652,4,+,13809779,13808780,13809779,1000
AT4G27654,4,+,13811612,13810613,13811612,1000
AT4G27657,4,+,13812989,13811990,13812989,1000
AT4G27660,4,-,13818184,13818184,13819183,1000
AT4G27670,4,-,13819971,13819971,13820970,1000
AT4G27680,4,+,13821019,13820020,13821019,1000
AT4G27690,4,+,13823510,13822511,13823510,1000
AT4G27700,4,-,13827928,13827928,13828927,1000
AT4G27710,4,+,13828189,13827190,13828189,1000
AT4G27720,4,+,13830827,13829828,13830827,1000
AT4G27730,4,-,13836661,13836661,13837660,1000
AT4G27740,4,+,13839038,13838039,13839038,1000
AT4G27745,4,+,13839842,13838843,13839842,1000
AT4G27750,4,+,13841639,13840640,13841639,1000
AT4G27760,4,+,13844059,13843060,13844059,1000
AT4G27780,4,+,13847549,13846550,13847549,1000
AT4G27790,4,+,13849949,13848950,13849949,1000
AT4G27800,4,-,13854237,13854237,13855236,1000
AT4G27810,4,-,13855865,13855865,13856864,1000
AT4G27820,4,-,13860745,13860745,13861744,1000
AT4G27830,4,-,13864659,13864659,13865658,1000
AT4G27840,4,-,13866607,13866607,13867606,1000
AT4G27845,4,+,13866983,13865984,13866983,1000
AT4G27850,4,+,13870376,13869377,13870376,1000
AT4G27860,4,+,13873708,13872709,13873708,1000
AT4G27870,4,+,13878701,13877702,13878701,1000
AT4G27880,4,+,13883167,13882168,13883167,1000
AT4G27890,4,+,13886033,13885034,13886033,1000
AT4G27900,4,+,13890472,13889473,13890472,1000
AT4G27910,4,+,13893915,13892916,13893915,1000
AT4G27920,4,+,13901142,13900143,13901142,1000
AT4G27940,4,+,13904265,13903266,13904265,1000
AT4G27950,4,-,13910995,13910995,13911994,1000
AT4G27960,4,-,13917500,13917500,13918499,1000
AT4G27970,4,-,13920378,13920378,13921377,1000
AT4G27980,4,+,13921292,13920293,13921292,1000
AT4G27990,4,-,13924775,13924775,13925774,1000
AT4G28000,4,+,13925338,13924339,13925338,1000
AT4G28005,4,-,13930191,13930191,13931190,1000
AT4G28010,4,+,13930342,13929343,13930342,1000
AT4G28020,4,-,13935479,13935479,13936478,1000
AT4G28025,4,-,13937555,13937555,13938554,1000
AT4G28030,4,-,13939171,13939171,13940170,1000
AT4G28040,4,+,13940307,13939308,13940307,1000
AT4G28050,4,-,13943732,13943732,13944731,1000
AT4G28060,4,-,13945773,13945773,13946772,1000
AT4G28068,4,+,13945738,13944739,13945738,1000
AT4G28070,4,+,13945892,13944893,13945892,1000
AT4G28080,4,-,13958107,13958107,13959106,1000
AT4G28085,4,+,13959872,13958873,13959872,1000
AT4G28088,4,-,13961611,13961611,13962610,1000
AT4G28090,4,-,13964229,13964229,13965228,1000
AT4G28100,4,-,13967076,13967076,13968075,1000
AT4G28110,4,-,13969525,13969525,13970524,1000
AT4G28130,4,+,13971552,13970553,13971552,1000
AT4G28140,4,-,13975919,13975919,13976918,1000
AT4G28150,4,-,13979487,13979487,13980486,1000
AT4G28160,4,+,13980316,13979317,13980316,1000
AT4G28170,4,+,13981635,13980636,13981635,1000
AT4G28180,4,-,13983717,13983717,13984716,1000
AT4G28190,4,+,13984695,13983696,13984695,1000
AT4G28200,4,-,13990539,13990539,13991538,1000
AT4G28210,4,+,13990595,13989596,13990595,1000
AT4G28220,4,+,13992210,13991211,13992210,1000
AT4G28230,4,-,13997307,13997307,13998306,1000
AT4G28240,4,-,13998604,13998604,13999603,1000
AT4G28250,4,-,14002124,14002124,14003123,1000
AT4G28260,4,+,14004401,14003402,14004401,1000
AT4G28270,4,-,14009287,14009287,14010286,1000
AT4G28280,4,+,14010685,14009686,14010685,1000
AT4G28290,4,-,14012697,14012697,14013696,1000
AT4G28300,4,+,14014646,14013647,14014646,1000
AT4G28310,4,+,14017343,14016344,14017343,1000
AT4G28320,4,-,14020323,14020323,14021322,1000
AT4G28330,4,-,14023305,14023305,14024304,1000
AT4G28340,4,-,14025655,14025655,14026654,1000
AT4G28350,4,+,14026577,14025578,14026577,1000
AT4G28360,4,-,14031049,14031049,14032048,1000
AT4G28365,4,-,14033840,14033840,14034839,1000
AT4G28370,4,+,14034536,14033537,14034536,1000
AT4G28380,4,-,14040931,14040931,14041930,1000
AT4G28390,4,-,14043347,14043347,14044346,1000
AT4G28395,4,+,14043940,14042941,14043940,1000
AT4G28397,4,+,14045924,14044925,14045924,1000
AT4G28400,4,+,14048268,14047269,14048268,1000
AT4G28405,4,-,14050817,14050817,14051816,1000
AT4G28410,4,+,14052180,14051181,14052180,1000
AT4G28420,4,+,14055661,14054662,14055661,1000
AT4G28430,4,+,14057631,14056632,14057631,1000
AT4G28440,4,+,14059896,14058897,14059896,1000
AT4G28450,4,-,14064708,14064708,14065707,1000
AT4G28460,4,+,14065992,14064993,14065992,1000
AT4G28470,4,-,14072582,14072582,14073581,1000
AT4G28480,4,+,14073008,14072009,14073008,1000
AT4G28485,4,-,14076011,14076011,14077010,1000
AT4G28490,4,+,14077676,14076677,14077676,1000
AT4G28500,4,+,14082660,14081661,14082660,1000
AT4G28510,4,-,14086882,14086882,14087881,1000
AT4G28520,4,+,14087556,14086557,14087556,1000
AT4G28530,4,-,14094902,14094902,14095901,1000
AT4G28540,4,+,14106735,14105736,14106735,1000
AT4G28550,4,+,14110799,14109800,14110799,1000
AT4G28556,4,+,14114104,14113105,14114104,1000
AT4G28560,4,-,14117367,14117367,14118366,1000
AT4G28570,4,+,14119353,14118354,14119353,1000
AT4G28580,4,+,14123489,14122490,14123489,1000
AT4G28590,4,-,14127082,14127082,14128081,1000
AT4G28600,4,+,14129180,14128181,14129180,1000
AT4G28610,4,-,14135292,14135292,14136291,1000
AT4G28620,4,-,14137953,14137953,14138952,1000
AT4G28630,4,-,14141054,14141054,14142053,1000
AT4G28640,4,+,14142063,14141064,14142063,1000
AT4G28650,4,-,14147537,14147537,14148536,1000
AT4G28660,4,+,14149849,14148850,14149849,1000
AT4G28670,4,+,14151387,14150388,14151387,1000
AT4G28680,4,+,14155064,14154065,14155064,1000
AT4G28690,4,+,14158898,14157899,14158898,1000
AT4G28700,4,+,14161594,14160595,14161594,1000
AT4G28703,4,+,14166094,14165095,14166094,1000
AT4G28706,4,+,14167635,14166636,14167635,1000
AT4G28710,4,+,14171998,14170999,14171998,1000
AT4G28720,4,+,14192569,14191570,14192569,1000
AT4G28730,4,+,14199043,14198044,14199043,1000
AT4G28740,4,+,14200903,14199904,14200903,1000
AT4G28750,4,-,14204061,14204061,14205060,1000
AT4G28755,4,+,14203626,14202627,14203626,1000
AT4G28760,4,+,14207460,14206461,14207460,1000
AT4G28770,4,-,14213969,14213969,14214968,1000
AT4G28775,4,+,14214778,14213779,14214778,1000
AT4G28780,4,+,14215473,14214474,14215473,1000
AT4G28790,4,+,14218214,14217215,14218214,1000
AT4G28800,4,+,14221632,14220633,14221632,1000
AT4G28811,4,+,14225208,14224209,14225208,1000
AT4G28815,4,+,14228578,14227579,14228578,1000
AT4G28820,4,-,14232380,14232380,14233379,1000
AT4G28830,4,+,14232422,14231423,14232422,1000
AT4G28840,4,+,14240666,14239667,14240666,1000
AT4G28850,4,+,14244290,14243291,14244290,1000
AT4G28860,4,+,14246260,14245261,14246260,1000
AT4G28870,4,+,14250421,14249422,14250421,1000
AT4G28880,4,+,14251135,14250136,14251135,1000
AT4G28890,4,-,14257965,14257965,14258964,1000
AT4G28910,4,-,14266786,14266786,14267785,1000
AT4G28920,4,-,14269885,14269885,14270884,1000
AT4G28930,4,+,14271072,14270073,14271072,1000
AT4G28940,4,+,14274341,14273342,14274341,1000
AT4G28950,4,+,14277922,14276923,14277922,1000
AT4G28980,4,+,14288379,14287380,14288379,1000
AT4G28990,4,+,14290947,14289948,14290947,1000
AT4G29000,4,+,14293513,14292514,14293513,1000
AT4G29010,4,-,14302287,14302287,14303286,1000
